180003018,45.3,MUSTARD OIL 1 L (P)-T,सरसों का तेल 1 लीटर,MUSTARD OIL 1 L (P)-T,12-01-2026,1,0,13-02-2025,17-01-2025,12,1,151.01,ktm,151.01,FOOD,05-03-2025,PAL AK,PO55AAA2425,Carton,100060,,2.5,TI5982AAA2425,5,0,151.01,0,0,Main Warehouse,2.5,0,O2B2500003,Open,PHYSICAL OIL & GHEE,0,PI47AAA2425,PATANJALI STORE,,45.3,0,1902.73,05AAECK5765H1ZE,-10298287.24,5,0,PAL AK,15149920,,0,1812.12,MUSTARD OIL,12,175,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180002751,22.46,SOOJI - 500 GM,सूजी 500 ग्राम,SOOJI - 500 GM,08-05-2025,1,0,13-02-2025,08-01-2025,30,1,29.94,ktm,29.94,FOOD,05-03-2025,PAL AK,PO55AAA2425,Carton,100060,,2.5,TI5982AAA2425,5,0,29.94,0,0,Main Warehouse,2.5,0,PDR8250003,Open,FLOUR & SUGAR,0,PI47AAA2425,PATANJALI STORE,,22.46,0,943.11,05AAECK5765H1ZE,-10298287.24,5,0,PAL AK,11010000,,0,898.2,SUJI,30,38,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
150000790,64.83,SESAME OIL 1 L (B)-T,तिल का तेल 1 लीटर,SESAME OIL 1 L (B)-T,19-10-2025,1,136.48,13-02-2025,22-01-2025,12,1,227.47,ktm,227.47,FOOD,05-03-2025,PAL AK,PO55AAA2425,Carton,100060,,2.5,TI5982AAA2425,5,0,227.47,0,0,Main Warehouse,2.5,0,JACQ250004,Open,PHYSICAL OIL & GHEE,0,PI47AAA2425,PATANJALI STORE,,64.83,0,2722.81,05AAECK5765H1ZE,-10298287.24,5,0,PAL AK,15155091,,0,2593.16,SESAME OIL,12,280,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180002967,53.07,GROUNDNUT OIL 1 LTR (P),मूंगफली का तेल 1 लीटर,GROUNDNUT OIL 1 LTR (P),30-05-2025,1,0,13-02-2025,15-11-2024,12,1,176.89,ktm,176.89,FOOD,05-03-2025,PAL AK,PO55AAA2425,Carton,100060,,2.5,TI5982AAA2425,5,0,176.89,0,0,Main Warehouse,2.5,0,ORQ2400032,Open,PHYSICAL OIL & GHEE,0,PI47AAA2425,PATANJALI STORE,,53.07,0,2228.81,05AAECK5765H1ZE,-10298287.24,5,0,PAL AK,15089091,,0,2122.68,GROUNDNUT OIL,12,205,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180002829,46.14,GILOY JUICE 500 ML,गिलोय रस 500 मि.ली.,GILOY JUICE 500 ML,18-12-2025,1,0,13-02-2025,18-12-2024,12,1,64.09,ktm,64.09,FOOD,05-03-2025,PAL AK,PO55AAA2425,Carton,100060,,6,TI5982AAA2425,5,0,64.09,0,0,Main Warehouse,6,0,PFY2400022,Open,JUICES & NATURAL BEVERAGES,0,PI47AAA2425,PATANJALI STORE,,46.14,0,861.37,05AAECK5765H1ZE,-10298287.24,12,0,PAL AK,30049011,,0,769.08,MEDICATED JUICES,12,90,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180002928,103.67,MADHURAM 1 KG,मधुरम गुड़ पाउडर 1 किग्रा,MADHURAM 1 KG,20-01-2026,2,218.24,13-02-2025,20-01-2025,30,2,72.75,ktm,72.75,FOOD,05-03-2025,PAL AK,PO55AAA2425,Carton,100060,,2.5,TI5982AAA2425,5,0,72.75,0,0,Main Warehouse,2.5,0,AHG2500017,Open,FLOUR & SUGAR,0,PI47AAA2425,PATANJALI STORE,,103.67,0,4354.1,05AAECK5765H1ZE,-10298287.24,5,0,PAL AK,17011410,,0,4146.76,MADHURAM,60,85,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180026095,46.79,CREAMFEAST CHOCO BISCUIT 32.5 GM,क्रीमफीस्ट चोको बिस्किट 32.5 ग्राम,CREAMFEAST CHOCO BISCUIT 32.5 GM,17-07-2025,1,0,13-02-2025,18-01-2025,144,1,3.61,ktm,3.61,BISCUIT & CONFFECTIONARY,05-03-2025,PAL AK,PO55AAA2425,Carton,100060,,9,TI5982AAA2425,5,0,3.61,0,0,Main Warehouse,9,0,AM25/BP1,Open,BISCUIT & CONFFECTIONARY,0,PI47AAA2425,PATANJALI STORE,,46.79,0,613.41,05AAECK5765H1ZE,-10298287.24,18,0,PAL AK,19053100,,0,519.84,BISCUITS,144,5,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180002659,63.17,AMLA JUICE 1 L,आंवला रस 1 लीटर,AMLA JUICE 1 L,28-01-2026,1,143.56,13-02-2025,28-01-2025,12,1,99.7,ktm,99.7,FOOD,05-03-2025,PAL AK,PO55AAA2425,Carton,100060,,6,TI5982AAA2425,5,0,99.7,0,0,Main Warehouse,6,0,AGH2500010,Open,JUICES & NATURAL BEVERAGES,0,PI47AAA2425,PATANJALI STORE,,63.17,0,1179.18,05AAECK5765H1ZE,-10298287.24,12,0,PAL AK,30049011,,0,1052.84,AMLA JUICE,12,140,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180002657,94.76,ALOEVERA JUICE 1 L (FIBRE),एलोवेरा रस (फाइबर युक्त) 1 लीटर,ALOEVERA JUICE 1 L (FIBRE),30-09-2025,1,215.35,13-02-2025,03-01-2025,12,1,149.55,ktm,149.55,FOOD,05-03-2025,PAL AK,PO55AAA2425,Carton,100060,,6,TI5982AAA2425,5,0,149.55,0,0,Main Warehouse,6,0,PGD2500008,Open,JUICES & NATURAL BEVERAGES,0,PI47AAA2425,PATANJALI STORE,,94.76,0,1768.77,05AAECK5765H1ZE,-10298287.24,12,0,PAL AK,30049011,,0,1579.25,ALOEVERA JUICE,12,210,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
150000731,29.27,KALA CHANA 1000 GM (R1),काला चना 1000 ग्राम,KALA CHANA 1000 GM (R1),09-08-2025,1,0,13-02-2025,12-11-2024,10,1,117.06,ktm,117.06,FOOD,05-03-2025,PAL AK,PO55AAA2425,Carton,100060,,2.5,TI5982AAA2425,5,0,117.06,0,0,Main Warehouse,2.5,0,BPRKC24024,Open,RICE/PULSES/SPICES,0,PI47AAA2425,PATANJALI STORE,,29.27,0,1229.13,05AAECK5765H1ZE,-10298287.24,5,0,PAL AK,7135000,,0,1170.6,PULSES,10,142,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180022361,45.38,TRADITIONAL WHOLE WHEAT ATTA 10 KG(UK),पारंपरिक गेहूं का आटा 10 किग्रा (यूके),TRADITIONAL WHOLE WHEAT ATTA 10 KG(UK),16-05-2025,1,0,13-02-2025,16-01-2025,5,1,363.03,ktm,363.03,FOOD,05-03-2025,PAL AK,PO55AAA2425,Carton,100060,,2.5,TI5982AAA2425,5,0,363.03,0,0,Main Warehouse,2.5,0,PDBKP25002,Open,FLOUR & SUGAR,0,PI47AAA2425,PATANJALI STORE,,45.38,0,1905.91,05AAECK5765H1ZE,-10298287.24,5,0,PAL AK,11010000,,0,1815.15,ATTA,5,425,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180022362,38.44,TRADITIONAL WHOLE WHEAT ATTA 5 KG(UK),पारंपरिक गेहूं का आटा 5 किग्रा (यूके),TRADITIONAL WHOLE WHEAT ATTA 5 KG(UK),03-05-2025,1,0,13-02-2025,03-01-2025,8,1,192.2,ktm,192.2,FOOD,05-03-2025,PAL AK,PO55AAA2425,Carton,100060,,2.5,TI5982AAA2425,5,0,192.2,0,0,Main Warehouse,2.5,0,PDBKQ25001,Open,FLOUR & SUGAR,0,PI47AAA2425,PATANJALI STORE,,38.44,0,1614.48,05AAECK5765H1ZE,-10298287.24,5,0,PAL AK,11010000,,0,1537.6,ATTA,8,225,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180026096,46.79,CREAMFEAST ELAICHI BISCUIT 32.5 GM,क्रीमफीस्ट इलायची बिस्किट 32.5 ग्राम,CREAMFEAST ELAICHI BISCUIT 32.5 GM,03-08-2025,1,0,13-02-2025,04-02-2025,144,1,3.61,ktm,3.61,BISCUIT & CONFFECTIONARY,05-03-2025,PAL AK,PO55AAA2425,Carton,100060,,9,TI5982AAA2425,5,0,3.61,0,0,Main Warehouse,9,0,B225/BP1,Open,BISCUIT & CONFFECTIONARY,0,PI47AAA2425,PATANJALI STORE,,46.79,0,613.41,05AAECK5765H1ZE,-10298287.24,18,0,PAL AK,19053100,,0,519.84,BISCUITS,144,5,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
150001119,49.59,ATTA NOODLES DESI MASALA 60 GM (96 PC)-T,आटा नूडल्स देसी मसाला 60 ग्राम (96 नग),ATTA NOODLES DESI MASALA 60 GM (96 PC)-T,29-10-2025,1,0,13-02-2025,01-02-2025,96,1,8.61,ktm,8.61,BISCUIT & CONFFECTIONARY,05-03-2025,PAL AK,PO55AAA2425,Carton,100060,,6,TI5982AAA2425,5,0,8.61,0,0,Main Warehouse,6,0,DM010225,Open,BISCUIT & CONFFECTIONARY,0,PI47AAA2425,PATANJALI STORE,,49.59,0,925.75,05AAECK5765H1ZE,-10298287.24,12,0,PAL AK,19022090,,0,826.56,NOODLES,96,12,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0.55,6.25
74157,84.16,UV-PRO ADV.SUN DEFNS CREAM-50G SPF-50T.O,यूवी-प्रो एडवांस सन डिफेंस क्रीम SPF-50 50 ग्राम (ट्रेड ऑफर),UV-PRO ADV.SUN DEFNS CREAM-50G SPF-50T.O,23-05-2026,0.17,0,13-02-2025,23-05-2024,12,2,467.57,ktm,467.57,NON FOOD,05-03-2025,PAL AK,PO54AAA2425,PCS,100060,,9,TI5983AAA2425,5,0,467.57,0,0,Main Warehouse,9,0,ABSM240001,Open,NATURAL PERSONAL CARE,0,PI48AAA2425,PATANJALI STORE,,84.16,0,1103.47,05AAECK5765H1ZE,-10298287.24,18,0,PAL AK,33049910,,0,935.14,SKIN CARE,2,650,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
82842,175,DIVYA PEEDANIL GOLD TABLET (100 PC) - T,दिव्य पीड़ानिल गोल्ड टैबलेट (100 नग),DIVYA PEEDANIL GOLD TABLET (100 PC) - T,14-01-2028,0.1,0,13-02-2025,29-01-2025,100,10,291.67,ktm,297.62,FOOD,05-03-2025,PAL AK,PO54AAA2425,PCS,100060,,6,TI5983AAA2425,5,0,291.67,0,0,Main Warehouse,6,0,APGT250003,Open,JUICES & NATURAL BEVERAGES,0,PI48AAA2425,PATANJALI STORE,,175,0,3266.7,05AAECK5765H1ZE,-10298287.24,12,0,PAL AK,30049011,,0,2916.7,MEDICINE,10,400,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
74278,70.01,EYEGRIT EYE DROP 10 ML,आईग्रिट आई ड्रॉप 10 मि.ली.,EYEGRIT EYE DROP 10 ML,26-12-2026,0.25,0,13-02-2025,26-12-2024,160,40,29.17,ktm,29.77,PHARMACY,05-03-2025,PAL AK,PO54AAA2425,PCS,100060,,6,TI5983AAA2425,5,0,29.17,0,0,Main Warehouse,6,0,ABQR240027,Open,MEDICINES,0,PI48AAA2425,PATANJALI STORE,,70.01,0,1306.82,05AAECK5765H1ZE,-10298287.24,12,0,PAL AK,30049011,,0,1166.8,EYE DROP,40,40,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180002813,70.5,BADAM PAK 500 G,बादाम पाक 500 ग्राम,BADAM PAK 500 G,29-12-2026,0.5,0,13-02-2025,08-01-2025,12,6,195.83,ktm,195.83,FOOD,05-03-2025,PAL AK,PO54AAA2425,PCS,100060,,6,TI5983AAA2425,5,0,195.83,0,0,Main Warehouse,6,0,ACY2500001,Open,JUICES & NATURAL BEVERAGES,0,PI48AAA2425,PATANJALI STORE,,70.5,0,1315.98,05AAECK5765H1ZE,-10298287.24,12,0,PAL AK,30049011,,0,1174.98,BADAM PAK,6,275,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
150001494,12.83,GOLD TEA - 500 GM (JAR) - T,गोल्ड चाय 500 ग्राम (जार),GOLD TEA - 500 GM (JAR) - T,06-03-2025,0.08,0,13-02-2025,06-03-2024,24,2,256.52,ktm,256.52,BISCUIT & CONFFECTIONARY,05-03-2025,PAL AK,PO54AAA2425,PCS,100060,,2.5,TI5983AAA2425,5,0,256.52,0,0,Main Warehouse,2.5,0,BBMW240003,Open,BISCUIT & CONFFECTIONARY,0,PI48AAA2425,PATANJALI STORE,,12.83,0,538.69,05AAECK5765H1ZE,-10298287.24,5,0,PAL AK,9024090,,0,513.04,TEA,2,325,0,KANHA JI DISTRIBUTORS,500875,0,0,0,18.51,7
150001646,36.41,KESH K. HERBAL MEHANDI (BURGUNDY) 15GM-T,केश कान्ति हर्बल मेहंदी (बरगंडी) 15 ग्राम,KESH K. HERBAL MEHANDI (BURGUNDY) 15GM-T,27-12-2025,0.17,0,13-02-2025,01-01-2025,120,20,20.23,ktm,20.23,NON FOOD,05-03-2025,PAL AK,PO54AAA2425,PCS,100060,,9,TI5983AAA2425,5,0,20.23,0,0,Main Warehouse,9,0,ABUR250001,Open,HAIR CARE,0,PI48AAA2425,PATANJALI STORE,,36.41,0,477.43,05AAECK5765H1ZE,-10298287.24,18,0,PAL AK,33059090,,0,404.6,HERBAL MEHANDI & COLOUR,20,30,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
80867,109.38,DANT MANJAN - 100 GM - T,दंत मंजन 100 ग्राम,DANT MANJAN - 100 GM - T,05-09-2026,0.25,0,13-02-2025,15-09-2024,100,25,72.92,ktm,74.41,PHARMACY,05-03-2025,PAL AK,PO54AAA2425,PCS,100060,,6,TI5983AAA2425,5,0,72.92,0,0,Main Warehouse,6,0,ADYM240029,Open,NATURAL PERSONAL CARE,0,PI48AAA2425,PATANJALI STORE,,109.38,0,2041.76,05AAECK5765H1ZE,-10298287.24,12,0,PAL AK,33061010,,0,1823,DIVYA MEDICINE,25,100,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180026266,51.27,BALM FAST RELIEF 25G DISPN.T.O(5+1)FREE,बाम फास्ट रिलीफ 25 ग्राम (डिस्पेंसर ट्रेड ऑफर 5+1 मुफ्त),BALM FAST RELIEF 25G DISPN.T.O(5+1)FREE,20-12-2027,0.17,0,13-02-2025,20-12-2024,24,4,213.64,ktm,213.64,NON FOOD,05-03-2025,PAL AK,PO54AAA2425,PCS,100060,,6,TI5983AAA2425,5,0,213.64,0,0,Main Warehouse,6,0,ABLW240033,Open,SKIN CARE,0,PI48AAA2425,PATANJALI STORE,,51.27,0,957.11,05AAECK5765H1ZE,-10298287.24,12,0,PAL AK,30049011,,0,854.56,BALM,4,300,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
70796,69.92,HERBAL KAJAL 3 G (NEW),हर्बल काजल 3 ग्राम (नया),HERBAL KAJAL 3 G (NEW),15-11-2026,0.25,0,13-02-2025,25-11-2024,48,12,64.74,ktm,64.74,NON FOOD,05-03-2025,PAL AK,PO54AAA2425,PCS,100060,,9,TI5983AAA2425,5,0,64.74,0,0,Main Warehouse,9,0,AASQ240061,Open,NATURAL PERSONAL CARE,0,PI48AAA2425,PATANJALI STORE,,69.92,0,916.72,05AAECK5765H1ZE,-10298287.24,18,0,PAL AK,33042000,,0,776.88,HERBAL KAJAL,12,90,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
150001500,2.96,OORJA TEA - 100 GM (MT) - T,ऊर्जा चाय 100 ग्राम,OORJA TEA - 100 GM (MT) - T,13-09-2025,0.03,0,13-02-2025,13-09-2024,240,6,19.73,ktm,19.73,BISCUIT & CONFFECTIONARY,05-03-2025,PAL AK,PO54AAA2425,PCS,100060,,2.5,TI5983AAA2425,5,0,19.73,0,0,Main Warehouse,2.5,0,BBNA240007,Open,BISCUIT & CONFFECTIONARY,0,PI48AAA2425,PATANJALI STORE,,2.96,0,124.3,05AAECK5765H1ZE,-10298287.24,5,0,PAL AK,9024090,,0,118.38,TEA,6,25,0,KANHA JI DISTRIBUTORS,500875,0,0,0,1.42,7
80553,34.73,Arjun Kwath 100 Gm,अर्जुन क्वाथ 100 ग्राम,Arjun Kwath 100 Gm,26-01-2027,1,0,06-03-2025,05-02-2025,50,1,27.78,ktm,27.78,PHARMACY,12-03-2025,pal ak,,Carton,100060,,2.5,TI6365AAA2425,5,0,27.78,0,0,Main Warehouse,2.5,0,AARK250017,Non-Open,MEDICINES,0,PI49AAA2425,PATANJALI STORE,,34.73,0,1458.45,05AAECK5765H1ZE,-10298287.24,5,0,pal ak,30049011,,0,1389,ASAV & KWATH,50,35,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180002953,67.46,KHAND 1 KG,खांड 1 किग्रा,KHAND 1 KG,11-02-2026,1,0,06-03-2025,11-02-2025,30,1,89.94,ktm,89.94,FOOD,12-03-2025,pal ak,,Carton,100060,,2.5,TI6365AAA2425,5,0,89.94,0,0,Main Warehouse,2.5,0,AARQ250010,Open,FLOUR & SUGAR,0,PI49AAA2425,PATANJALI STORE,,67.46,0,2833.11,05AAECK5765H1ZE,-10298287.24,5,0,pal ak,17011420,,0,2698.2,KHAND,30,110,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
150000831,0,SENDHA NAMAK 1 KG - T,सेंधा नमक 1 किग्रा,SENDHA NAMAK 1 KG - T,22-01-2027,1,0,06-03-2025,01-02-2025,25,1,40.36,ktm,40.36,FOOD,12-03-2025,pal ak,,Carton,100060,,0,TI6365AAA2425,5,0,40.36,0,0,Main Warehouse,0,0,SRS25/02,Open,FLOUR & SUGAR,0,PI49AAA2425,PATANJALI STORE,,0,0,1009,05AAECK5765H1ZE,-10298287.24,0,0,pal ak,25010010,,0,1009,NAMAK,25,60,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180022361,45.38,TRADITIONAL WHOLE WHEAT ATTA 10 KG(UK),पारंपरिक गेहूं का आटा 10 किग्रा (यूके),TRADITIONAL WHOLE WHEAT ATTA 10 KG(UK),12-06-2025,1,0,06-03-2025,12-02-2025,5,1,363.03,ktm,363.03,FOOD,12-03-2025,pal ak,,Carton,100060,,2.5,TI6365AAA2425,5,0,363.03,0,0,Main Warehouse,2.5,0,PDBKP25004,Open,FLOUR & SUGAR,0,PI49AAA2425,PATANJALI STORE,,45.38,0,1905.91,05AAECK5765H1ZE,-10298287.24,5,0,pal ak,11010000,,0,1815.15,ATTA,5,425,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180002737,76.88,NAVRATNA ATTA 2 KG,नवरत्न आटा 2 किग्रा,NAVRATNA ATTA 2 KG,06-08-2025,1,0,06-03-2025,07-02-2025,20,1,153.76,ktm,153.76,FOOD,12-03-2025,pal ak,,Carton,100060,,2.5,TI6365AAA2425,5,0,153.76,0,0,Main Warehouse,2.5,0,AHV2500005,Open,FLOUR & SUGAR,0,PI49AAA2425,PATANJALI STORE,,76.88,0,3228.96,05AAECK5765H1ZE,-10298287.24,5,0,pal ak,11010000,,0,3075.2,ATTA,20,180,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180002738,30.47,PUSHTAHAR DALIA 500 G,पुष्टाहार दलिया 500 ग्राम,PUSHTAHAR DALIA 500 G,01-11-2025,1,0,06-03-2025,04-02-2025,30,1,40.62,ktm,40.62,FOOD,12-03-2025,pal ak,,Carton,100060,,2.5,TI6365AAA2425,5,0,40.62,0,0,Main Warehouse,2.5,0,PDCQ250009,Open,FLOUR & SUGAR,0,PI49AAA2425,PATANJALI STORE,,30.47,0,1279.53,05AAECK5765H1ZE,-10298287.24,5,0,pal ak,11031900,,0,1218.6,DALIA,30,50,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180002816,166.13,SPECIAL CHYAWANPRASH 1 KG,विशेष च्यवनप्राश 1 किग्रा,SPECIAL CHYAWANPRASH 1 KG,24-11-2027,1,0,06-03-2025,09-12-2024,12,1,230.73,ktm,256.37,FOOD,12-03-2025,pal ak,,Carton,100060,,6,TI6365AAA2425,5,0,230.73,0,0,Main Warehouse,6,0,ACZ2400023,Open,JUICES & NATURAL BEVERAGES,0,PI49AAA2425,PATANJALI STORE,,166.13,0,3101.01,05AAECK5765H1ZE,-10298287.24,12,0,pal ak,30049011,,0,2768.76,CHYAWANPRASH,12,360,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
80836,47.58,GONYLE FLOOR CLEANER - 1 LTR,गोनाइल फ्लोर क्लीनर 1 लीटर,GONYLE FLOOR CLEANER - 1 LTR,05-01-2026,1,0,06-03-2025,10-01-2025,12,1,44.06,ktm,50.35,NON FOOD,12-03-2025,pal ak,,Carton,100060,,9,TI6365AAA2425,5,0,44.06,0,0,Main Warehouse,9,0,0114/25-26,Open,HOME CARE,0,PI49AAA2425,PATANJALI STORE,,47.58,0,623.89,05AAECK5765H1ZE,-10298287.24,18,0,pal ak,38084000,,0,528.72,GONYLE,12,70,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180008833,29.21,MANGO BEVERAGE (TETRAPACK) 65ML,आम पेय (टेट्रापैक) 65 मि.ली.,MANGO BEVERAGE (TETRAPACK) 65ML,11-08-2025,1,121.24,06-03-2025,12-02-2025,80,1,7.6,ktm,7.6,FOOD,12-03-2025,pal ak,,Carton,100060,,6,TI6365AAA2425,5,0,7.6,0,0,Main Warehouse,6,0,PDBFW25003,Open,JUICES & NATURAL BEVERAGES,0,PI49AAA2425,PATANJALI STORE,,29.21,0,545.17,05AAECK5765H1ZE,-10298287.24,12,0,pal ak,22029020,,0,486.76,FRUIT JUICE & DRINKS,80,10,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180008832,29.21,GUAVA BEVERAGE (TETRAPACK) 65ML,अमरूद पेय (टेट्रापैक) 65 मि.ली.,GUAVA BEVERAGE (TETRAPACK) 65ML,10-08-2025,1,121.24,06-03-2025,11-02-2025,80,1,7.6,ktm,7.6,FOOD,12-03-2025,pal ak,,Carton,100060,,6,TI6365AAA2425,5,0,7.6,0,0,Main Warehouse,6,0,PDBFX25003,Open,JUICES & NATURAL BEVERAGES,0,PI49AAA2425,PATANJALI STORE,,29.21,0,545.17,05AAECK5765H1ZE,-10298287.24,12,0,pal ak,22029020,,0,486.76,FRUIT JUICE & DRINKS,80,10,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180002713,37.02,AMLA CANDY 250 G,आंवला कैंडी 250 ग्राम,AMLA CANDY 250 G,27-01-2026,1,164.52,06-03-2025,27-01-2025,24,1,68.55,ktm,68.55,FOOD,12-03-2025,pal ak,,Carton,100060,,2.5,TI6365AAA2425,5,0,68.55,0,0,Main Warehouse,2.5,0,ABLX250009,Open,JUICES & NATURAL BEVERAGES,0,PI49AAA2425,PATANJALI STORE,,37.02,0,1554.72,05AAECK5765H1ZE,-10298287.24,5,0,pal ak,8112010,,0,1480.68,MURRABBA & CANDY,24,90,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
150000727,50.6,TUVAR DAL 1000 GM (R1),अरहर दाल 1000 ग्राम,TUVAR DAL 1000 GM (R1),09-08-2025,1,0,06-03-2025,12-11-2024,10,1,202.39,ktm,202.39,FOOD,12-03-2025,pal ak,,Carton,100060,,2.5,TI6365AAA2425,5,0,202.39,0,0,Main Warehouse,2.5,0,BPRAD24029,Open,RICE/PULSES/SPICES,0,PI49AAA2425,PATANJALI STORE,,50.6,0,2125.1,05AAECK5765H1ZE,-10298287.24,5,0,pal ak,7136000,,0,2023.9,PULSES,10,248,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180026178,115.74,HERBAL WASH DETERGENT POWDER 1 KG,हर्बल वॉश डिटर्जेंट पाउडर 1 किग्रा,HERBAL WASH DETERGENT POWDER 1 KG,17-02-2030,1,0,06-03-2025,18-02-2025,25,1,51.44,ktm,51.44,NON FOOD,12-03-2025,pal ak,,Carton,100060,,9,TI6365AAA2425,5,0,51.44,0,0,Main Warehouse,9,0,AM92500020,Open,HOME CARE,0,PI49AAA2425,PATANJALI STORE,,115.74,0,1517.48,05AAECK5765H1ZE,-10298287.24,18,0,pal ak,34029011,,0,1286,DETERGENT POWDER,25,70,0,KANHA JI DISTRIBUTORS,500875,0,0,0,1.01,2
150000863,499.78,COWS GHEE 1 L - T,गाय का घी 1 लीटर,COWS GHEE 1 L - T,02-11-2025,1,0,06-03-2025,05-02-2025,15,1,555.31,ktm,555.31,FOOD,12-03-2025,pal ak,,Carton,100060,,6,TI6365AAA2425,5,0,555.31,0,0,Main Warehouse,6,0,FAWC250056,Open,PHYSICAL OIL & GHEE,0,PI49AAA2425,PATANJALI STORE,,499.78,0,9329.21,05AAECK5765H1ZE,-10298287.24,12,0,pal ak,4059020,,0,8329.65,GHEE,15,675,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
150000862,525.69,COWS GHEE 500 ML - T,गाय का घी 500 मि.ली.,COWS GHEE 500 ML - T,15-10-2025,1,0,06-03-2025,18-01-2025,30,1,292.05,ktm,292.05,FOOD,12-03-2025,pal ak,,Carton,100060,,6,TI6365AAA2425,5,0,292.05,0,0,Main Warehouse,6,0,FAWD250006,Open,PHYSICAL OIL & GHEE,0,PI49AAA2425,PATANJALI STORE,,525.69,0,9812.88,05AAECK5765H1ZE,-10298287.24,12,0,pal ak,4059020,,0,8761.5,GHEE,30,355,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180002659,63.17,AMLA JUICE 1 L,आंवला रस 1 लीटर,AMLA JUICE 1 L,17-02-2026,1,143.56,06-03-2025,17-02-2025,12,1,99.7,ktm,99.7,FOOD,12-03-2025,pal ak,,Carton,100060,,6,TI6365AAA2425,5,0,99.7,0,0,Main Warehouse,6,0,AGH2500028,Open,JUICES & NATURAL BEVERAGES,0,PI49AAA2425,PATANJALI STORE,,63.17,0,1179.18,05AAECK5765H1ZE,-10298287.24,12,0,pal ak,30049011,,0,1052.84,AMLA JUICE,12,140,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180002657,94.76,ALOEVERA JUICE 1 L (FIBRE),एलोवेरा रस (फाइबर युक्त) 1 लीटर,ALOEVERA JUICE 1 L (FIBRE),02-11-2025,1,215.35,06-03-2025,05-02-2025,12,1,149.55,ktm,149.55,FOOD,12-03-2025,pal ak,,Carton,100060,,6,TI6365AAA2425,5,0,149.55,0,0,Main Warehouse,6,0,PGD2500041,Open,JUICES & NATURAL BEVERAGES,0,PI49AAA2425,PATANJALI STORE,,94.76,0,1768.77,05AAECK5765H1ZE,-10298287.24,12,0,pal ak,30049011,,0,1579.25,ALOEVERA JUICE,12,210,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180003018,90.61,MUSTARD OIL 1 L (P)-T,सरसों का तेल 1 लीटर,MUSTARD OIL 1 L (P)-T,10-02-2026,2,0,06-03-2025,15-02-2025,12,2,151.01,ktm,151.01,FOOD,12-03-2025,pal ak,,Carton,100060,,2.5,TI6365AAA2425,5,0,151.01,0,0,Main Warehouse,2.5,0,N2B2500014,Open,PHYSICAL OIL & GHEE,0,PI49AAA2425,PATANJALI STORE,,90.61,0,3805.45,05AAECK5765H1ZE,-10298287.24,5,0,pal ak,15149920,,0,3624.24,MUSTARD OIL,24,175,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
